Inlet_Steam_Temperature,Outlet Steam Temperature ( C ),Steam_Pressure_at_Boiler_Outlet,Feedwater_Temperature,Steam Flow Rate Kg/h,Feed water temperature Kg/h,Boiler efficiency  %,Turbine efficiency %,Steam quantity %,CO2 emission rate Kg/h,Boliler pressure drop bar,Condenser cooling water flow rate m^3/h,Steam turbile RPM,Generator efficiency,Electrical power output MW
542.3692628,150.3692733,166.1321838,218.6567246,59374.65254,640000,92,42,98.5,1300.860203,0.3,3090.691369,3858.540659,103.1841073,304.8855383
542.3694618,150.3694729,166.1326171,218.6570785,59375.50375,648500,89.5,40.5,97,1301.084613,0.6,3090.740364,3858.679121,103.1872033,304.8855752
542.3696608,150.3696721,166.1331034,218.6574346,59376.35769,645800,90.2,40.2,98.2,1301.33587,0.5,3090.789284,3858.817582,103.1902993,304.885612
542.3698602,150.3698717,166.133562,218.6577835,59377.02321,648200,91.2,41.8,99.2,1301.533658,0.3,3090.838173,3858.956044,103.1933953,304.8856489
542.3700593,150.370071,166.134053,218.658137,59377.72617,652800,89.7,40.5,97.8,1301.736996,0.5,3090.887109,3859.094505,103.1964912,304.8856857
542.3702586,150.3702701,166.1344754,218.6584928,59378.35733,647500,90.5,41,98.6,1301.955721,0.4,3090.936094,3859.232967,103.1995872,304.8857226
542.3704577,150.3704693,166.1349273,218.6588417,59379.11613,651200,89.8,40.7,97.9,1302.173446,0.5,3090.984982,3859.371429,103.2026832,304.8857594
542.3706569,150.3706686,166.1354051,218.6591918,59379.72416,647000,91.2,41.5,99.3,1302.352641,0.3,3091.033967,3859.50989,103.2057792,304.8857963
542.3708559,150.3708677,166.1358902,218.6595493,59380.3335,648200,90.7,40.9,98.9,1302.540949,0.4,3091.082881,3859.648352,103.2088751,304.8858331
542.3710553,150.3710666,166.1363131,218.6599067,59381.03055,644100,91.4,41.2,98.4,1302.726109,0.3,3091.131856,3859.786813,103.2119711,304.88587
542.3712546,150.3712661,166.1367258,218.6602582,59381.67785,650000,90,40,98,1302.929222,0.5,3091.18076,3859.925275,103.2150671,304.8859068
542.3714541,150.3714652,166.137203,218.6606141,59382.39781,655000,89,39,97,1303.152871,0.6,3091.229681,3860.063736,103.2181631,304.8859437
542.3716537,150.3716645,166.1376035,218.6609726,59383.30652,645000,91,41,99,1303.368601,0.4,3091.278618,3860.202198,103.221259,304.8859805
542.3718528,150.3718636,166.1380855,218.6613315,59383.95793,660000,88,38,96,1303.568546,0.7,3091.327566,3860.340659,103.224355,304.8860174
542.3720521,150.3720628,166.138534,218.6616877,59384.69877,640000,92,42,98.5,1303.750576,0.3,3091.376461,3860.479121,103.227451,304.8860542
542.3722516,150.3722617,166.1389464,218.6620404,59385.4423,648500,89.5,40.5,97,1303.973422,0.6,3091.425434,3860.617582,103.230547,304.886091
542.3724511,150.3724608,166.1393729,218.6623902,59386.02449,645800,90.2,40.2,98.2,1304.20839,0.5,3091.474385,3860.756044,103.2336429,304.8861279
542.3726508,150.3726605,166.1398387,218.6627418,59386.74636,648200,91.2,41.8,99.2,1304.409084,0.3,3091.523288,3860.894505,103.2367389,304.8861647
542.37285,150.37286,166.1403222,218.6630933,59387.48268,652800,89.7,40.5,97.8,1304.606046,0.5,3091.572226,3861.032967,103.2398349,304.8862016
542.3730497,150.3730592,166.1407463,218.6634504,59388.35848,647500,90.5,41,98.6,1304.843492,0.4,3091.621202,3861.171429,103.2429309,304.8862384
542.3732489,150.3732586,166.1412056,218.6638,59388.93169,651200,89.8,40.7,97.9,1305.099158,0.5,3091.670186,3861.30989,103.2460268,304.8862753
542.3734483,150.3734576,166.1416902,218.6641498,59389.63964,647000,91.2,41.5,99.3,1305.290953,0.3,3091.719093,3861.448352,103.2491228,304.8863121
542.3736476,150.3736571,166.1421651,218.6645012,59390.48121,648200,90.7,40.9,98.9,1305.503659,0.4,3091.768087,3861.586813,103.2522188,304.886349
542.3738472,150.3738568,166.1425866,218.6648529,59391.36729,644100,91.4,41.2,98.4,1305.712881,0.3,3091.816995,3861.725275,103.2553148,304.8863858
542.3740468,150.3740564,166.1430222,218.6652122,59392.01577,650000,90,40,98,1305.956722,0.5,3091.865939,3861.863736,103.2584107,304.8864227
542.3742458,150.3742554,166.1435154,218.6655679,59392.65606,655000,89,39,97,1306.135603,0.6,3091.914865,3862.002198,103.2615067,304.8864595
542.374445,150.3744551,166.1439734,218.665923,59393.46269,645000,91,41,99,1306.378324,0.4,3091.963855,3862.140659,103.2646027,304.8864964
542.3746443,150.3746542,166.1444272,218.6662725,59394.11023,660000,88,38,96,1306.630096,0.7,3092.012846,3862.279121,103.2676987,304.8865332
542.3748435,150.3748537,166.1448948,218.6666275,59394.9601,640000,92,42,98.5,1306.819915,0.3,3092.061808,3862.417582,103.2707946,304.8865701
542.3750424,150.3750532,166.145327,218.6669849,59395.8448,648500,89.5,40.5,97,1307.036968,0.6,3092.110719,3862.556044,103.2738906,304.8866069
542.3752419,150.3752524,166.1457614,218.6673442,59396.63372,645800,90.2,40.2,98.2,1307.263026,0.5,3092.159676,3862.694505,103.2769866,304.8866438
542.3754412,150.3754514,166.1462262,218.6676944,59397.37296,648200,91.2,41.8,99.2,1307.44413,0.3,3092.208661,3862.832967,103.2800826,304.8866806
542.3756405,150.3756511,166.1467052,218.6680457,59398.28408,652800,89.7,40.5,97.8,1307.653036,0.5,3092.257641,3862.971429,103.2831785,304.8867175
542.3758401,150.3758505,166.1471782,218.6683963,59399.2194,647500,90.5,41,98.6,1307.894553,0.4,3092.306576,3863.10989,103.2862745,304.8867543
542.3760395,150.3760497,166.147613,218.6687464,59400.08904,651200,89.8,40.7,97.9,1308.098993,0.5,3092.355481,3863.248352,103.2893705,304.8867911
542.3762386,150.3762494,166.1480399,218.6690966,59400.69678,647000,91.2,41.5,99.3,1308.308436,0.3,3092.404436,3863.386813,103.2924665,304.886828
542.376438,150.3764484,166.1484838,218.6694505,59401.52322,648200,90.7,40.9,98.9,1308.538888,0.4,3092.453387,3863.525275,103.2955624,304.8868648
542.3766371,150.3766474,166.1489819,218.6698004,59402.44816,644100,91.4,41.2,98.4,1308.781924,0.3,3092.502382,3863.663736,103.2986584,304.8869017
542.3768363,150.3768467,166.1494164,218.6701533,59403.32685,650000,90,40,98,1308.964622,0.5,3092.551295,3863.802198,103.3017544,304.8869385
542.3770358,150.3770456,166.1498255,218.6705078,59404.11155,655000,89,39,97,1309.204934,0.6,3092.600258,3863.940659,103.3048504,304.8869754
542.3772348,150.3772446,166.1502482,218.6708628,59404.71398,645000,91,41,99,1309.457975,0.4,3092.649231,3864.079121,103.3079463,304.8870122
542.3774345,150.377444,166.1507313,218.671219,59405.56436,660000,88,38,96,1309.637109,0.7,3092.698133,3864.217582,103.3110423,304.8870491
542.3776338,150.3776435,166.1512249,218.6715752,59406.26384,640000,92,42,98.5,1309.841164,0.3,3092.747023,3864.356044,103.3141383,304.8870859
542.3778331,150.3778427,166.1517154,218.6719273,59406.96296,648500,89.5,40.5,97,1310.031432,0.6,3092.795914,3864.494505,103.3172343,304.8871228
542.3780325,150.3780416,166.1521191,218.672286,59407.60419,645800,90.2,40.2,98.2,1310.228683,0.5,3092.844868,3864.632967,103.3203302,304.8871596
542.3782316,150.3782408,166.1525834,218.6726412,59408.40211,648200,91.2,41.8,99.2,1310.410498,0.3,3092.893777,3864.771429,103.3234262,304.8871965
542.378431,150.3784404,166.1530416,218.6729965,59408.95306,652800,89.7,40.5,97.8,1310.638172,0.5,3092.942695,3864.90989,103.3265222,304.8872333
542.3786306,150.3786395,166.1534625,218.6733478,59409.67717,647500,90.5,41,98.6,1310.834691,0.4,3092.99163,3865.048352,103.3296182,304.8872702
542.3788299,150.3788386,166.1539423,218.6737039,59410.54281,651200,89.8,40.7,97.9,1311.084113,0.5,3093.040601,3865.186813,103.3327141,304.887307
542.3790289,150.3790376,166.1543779,218.6740605,59411.09747,647000,91.2,41.5,99.3,1311.331276,0.3,3093.089587,3865.325275,103.3358101,304.8873439
542.3792283,150.3792369,166.1548687,218.6744179,59412.03101,648200,90.7,40.9,98.9,1311.515954,0.4,3093.138535,3865.463736,103.3389061,304.8873807
542.3794274,150.3794363,166.1553354,218.6747735,59412.8784,644100,91.4,41.2,98.4,1311.69819,0.3,3093.187427,3865.602198,103.3420021,304.8874176
542.3796267,150.3796358,166.1558127,218.6751306,59413.48759,650000,90,40,98,1311.892777,0.5,3093.23637,3865.740659,103.345098,304.8874544
542.3798258,150.3798349,166.1562796,218.6754804,59414.30394,655000,89,39,97,1312.143478,0.6,3093.285309,3865.879121,103.348194,304.8874912
542.3800251,150.3800343,166.1567439,218.6758334,59414.86139,645000,91,41,99,1312.338428,0.4,3093.33421,3866.017582,103.35129,304.8875281
542.3802244,150.3802338,166.1572078,218.6761917,59415.60942,660000,88,38,96,1312.563051,0.7,3093.383189,3866.156044,103.354386,304.8875649
542.3804233,150.380433,166.1576681,218.6765494,59416.40508,640000,92,42,98.5,1312.768052,0.3,3093.43211,3866.294505,103.3574819,304.8876018
542.3806225,150.3806326,166.1581163,218.6769021,59416.99725,648500,89.5,40.5,97,1312.984191,0.6,3093.481054,3866.432967,103.3605779,304.8876386
542.3808222,150.3808317,166.1585916,218.6772574,59417.54912,645800,90.2,40.2,98.2,1313.237789,0.5,3093.530033,3866.571429,103.3636739,304.8876755
542.3810213,150.3810308,166.158993,218.6776092,59418.26654,648200,91.2,41.8,99.2,1313.433993,0.3,3093.578938,3866.70989,103.3667699,304.8877123
542.3812208,150.3812305,166.1594301,218.677966,59418.93956,652800,89.7,40.5,97.8,1313.65047,0.5,3093.627834,3866.848352,103.3698658,304.8877492
542.3814199,150.3814298,166.1598309,218.6783199,59419.52219,647500,90.5,41,98.6,1313.845165,0.4,3093.676769,3866.986813,103.3729618,304.887786
542.3816195,150.3816289,166.1603183,218.6786746,59420.36358,651200,89.8,40.7,97.9,1314.078464,0.5,3093.725656,3867.125275,103.3760578,304.8878229
542.3818187,150.3818282,166.1607712,218.6790324,59421.02478,647000,91.2,41.5,99.3,1314.264128,0.3,3093.774614,3867.263736,103.3791538,304.8878597
542.3820179,150.3820275,166.1611817,218.6793851,59421.91177,648200,90.7,40.9,98.9,1314.488494,0.4,3093.823574,3867.402198,103.3822497,304.8878966
542.3822171,150.3822266,166.1616565,218.6797438,59422.60583,644100,91.4,41.2,98.4,1314.705478,0.3,3093.872477,3867.540659,103.3853457,304.8879334
542.382416,150.382426,166.162148,218.6801017,59423.41184,650000,90,40,98,1314.930036,0.5,3093.921436,3867.679121,103.3884417,304.8879703
542.3826154,150.3826256,166.1626293,218.6804556,59424.29514,655000,89,39,97,1315.180515,0.6,3093.970356,3867.817582,103.3915377,304.8880071
542.3828147,150.3828251,166.1631045,218.6808099,59425.09275,645000,91,41,99,1315.432641,0.4,3094.019321,3867.956044,103.3946336,304.888044
542.3830144,150.383024,166.1635087,218.6811679,59425.91427,660000,88,38,96,1315.617804,0.7,3094.06821,3868.094505,103.3977296,304.8880808
542.3832135,150.3832236,166.1640043,218.6815199,59426.5367,640000,92,42,98.5,1315.853092,0.3,3094.117152,3868.232967,103.4008256,304.8881177
542.3834125,150.3834226,166.1644721,218.6818695,59427.23022,648500,89.5,40.5,97,1316.071951,0.6,3094.166088,3868.371429,103.4039216,304.8881545
542.3836114,150.3836217,166.1649356,218.6822206,59427.82884,645800,90.2,40.2,98.2,1316.312968,0.5,3094.215026,3868.50989,103.4070175,304.8881914
542.3838104,150.3838212,166.1654207,218.6825732,59428.57766,648200,91.2,41.8,99.2,1316.512932,0.3,3094.263942,3868.648352,103.4101135,304.8882282
542.3840101,150.3840205,166.1658894,218.682932,59429.33707,652800,89.7,40.5,97.8,1316.692455,0.5,3094.312896,3868.786813,103.4132095,304.888265
542.3842096,150.3842198,166.1663414,218.6832907,59430.22318,647500,90.5,41,98.6,1316.924604,0.4,3094.361807,3868.925275,103.4163055,304.8883019
542.3844091,150.3844193,166.1667691,218.683649,59430.8119,651200,89.8,40.7,97.9,1317.105176,0.5,3094.410727,3869.063736,103.4194014,304.8883387
542.3846084,150.3846185,166.1672479,218.6840081,59431.60104,647000,91.2,41.5,99.3,1317.356852,0.3,3094.459679,3869.202198,103.4224974,304.8883756
542.3848076,150.384818,166.1676604,218.6843592,59432.28669,648200,90.7,40.9,98.9,1317.612644,0.4,3094.508584,3869.340659,103.4255934,304.8884124
542.3850068,150.3850176,166.1681012,218.6847129,59432.87764,644100,91.4,41.2,98.4,1317.836494,0.3,3094.557475,3869.479121,103.4286894,304.8884493
542.3852063,150.3852169,166.168502,218.6850631,59433.59492,650000,90,40,98,1318.032473,0.5,3094.606422,3869.617582,103.4317853,304.8884861
542.3854057,150.3854165,166.1689697,218.6854145,59434.24153,655000,89,39,97,1318.242365,0.6,3094.655367,3869.756044,103.4348813,304.888523
542.3856049,150.3856155,166.1694028,218.6857732,59435.05564,645000,91,41,99,1318.448481,0.4,3094.704334,3869.894505,103.4379773,304.8885598
542.3858041,150.3858149,166.1698766,218.6861307,59435.6414,660000,88,38,96,1318.684918,0.7,3094.753289,3870.032967,103.4410733,304.8885967
542.3860034,150.3860138,166.170283,218.6864842,59436.38413,640000,92,42,98.5,1318.925664,0.3,3094.802228,3870.171429,103.4441692,304.8886335
542.3862028,150.3862133,166.170701,218.6868407,59437.05223,648500,89.5,40.5,97,1319.180091,0.6,3094.851224,3870.30989,103.4472652,304.8886704
542.3864019,150.3864123,166.171165,218.6871994,59437.64033,645800,90.2,40.2,98.2,1319.371852,0.5,3094.90022,3870.448352,103.4503612,304.8887072
542.3866008,150.3866114,166.1716023,218.6875557,59438.29083,648200,91.2,41.8,99.2,1319.603409,0.3,3094.949183,3870.586813,103.4534572,304.8887441
542.3868003,150.3868111,166.1720909,218.6879053,59439.11706,652800,89.7,40.5,97.8,1319.849274,0.5,3094.998166,3870.725275,103.4565531,304.8887809
542.3869993,150.3870106,166.1725856,218.6882642,59439.68723,647500,90.5,41,98.6,1320.078866,0.4,3095.04715,3870.863736,103.4596491,304.8888178
542.3871987,150.3872099,166.1730127,218.6886147,59440.4346,651200,89.8,40.7,97.9,1320.302616,0.5,3095.096086,3871.002198,103.4627451,304.8888546
542.3873981,150.387409,166.1734692,218.6889674,59441.35634,647000,91.2,41.5,99.3,1320.547263,0.3,3095.145078,3871.140659,103.4658411,304.8888915
542.3875973,150.387608,166.1739503,218.6893245,59442.2916,648200,90.7,40.9,98.9,1320.756684,0.4,3095.194024,3871.279121,103.468937,304.8889283
542.3877965,150.387807,166.174372,218.6896814,59443.12868,644100,91.4,41.2,98.4,1320.94341,0.3,3095.242914,3871.417582,103.472033,304.8889651
542.387996,150.388006,166.1747805,218.6900324,59443.89755,650000,90,40,98,1321.150291,0.5,3095.291828,3871.556044,103.475129,304.889002
542.3881957,150.388205,166.175269,218.6903886,59444.63177,655000,89,41.05384615,97,1321.336969,0.6,3095.340736,3871.694505,103.478225,304.8890388
542.388395,150.3884044,166.175738,218.6907447,59445.37468,645000,91,41.1021978,99,1321.577962,0.4,3095.389663,3871.832967,103.4813209,304.8890757
542.3885944,150.3886033,166.1761967,218.6911041,59446.14393,660000,88,41.15054945,96,1321.825396,0.7,3095.438615,3871.971429,103.4844169,304.8891125
542.3887938,150.3888026,166.1766831,218.6914531,59446.83995,640000,92,41.1989011,98.5,1322.006285,0.3,3095.487506,3872.10989,103.4875129,304.8891494
542.3889934,150.3890016,166.1771723,218.6918106,59447.50704,648500,89.5,41.24725275,97,1322.230782,0.6,3095.536481,3872.248352,103.4906089,304.8891862
542.3891926,150.3892008,166.1776065,218.6921606,59448.07327,645800,90.2,41.2956044,98.2,1322.469972,0.5,3095.585419,3872.386813,103.4937049,304.8892231
542.3893919,150.3893998,166.178016,218.6925143,59448.82233,648200,91.2,41.34395604,99.2,1322.708747,0.3,3095.634355,3872.525275,103.4968008,304.8892599
542.3895912,150.3895993,166.1784194,218.6928721,59449.67346,652800,89.7,41.39230769,97.8,1322.906149,0.5,3095.683292,3872.663736,103.4998968,304.8892968
542.3897907,150.3897989,166.1788594,218.6932302,59450.52786,647500,90.5,41.44065934,98.6,1323.08949,0.4,3095.73222,3872.802198,103.5029928,304.8893336
542.3899896,150.3899981,166.1793219,218.6935894,59451.4187,651200,89.8,41.48901099,97.9,1323.329648,0.5,3095.781171,3872.940659,103.5060888,304.8893705
542.3901888,150.390197,166.1798119,218.6939442,59452.06291,647000,91.2,41.53736264,99.3,1323.571879,0.3,3095.830154,3873.079121,103.5091847,304.8894073
542.3903878,150.3903965,166.18025,218.6942969,59452.81777,648200,90.7,40.61339842,98.9,1323.751886,0.4,3095.879137,3873.217582,103.5122807,304.8894442
542.3905869,150.3905958,166.1807392,218.6946548,59453.38009,644100,91.4,40.61341558,98.4,1323.954845,0.3,3095.928101,3873.356044,103.5153767,304.889481
542.390786,150.3907954,166.1811885,218.6950069,59453.93945,650000,90,40.61343273,98,1324.144788,0.5,3095.977004,3873.494505,103.5184727,304.8895179
542.3909852,150.3909947,166.1816621,218.6953561,59454.87059,655000,89,40.61344989,97,1324.394158,0.6,3096.025923,3873.632967,103.5215686,304.8895547
542.3911849,150.3911937,166.1820969,218.6957109,59455.74953,645000,91,40.61346704,99,1324.612473,0.4,3096.074869,3873.771429,103.5246646,304.8895916
542.3913843,150.3913929,166.1825335,218.69606,59456.58838,660000,88,40.61348419,96,1324.852913,0.7,3096.123834,3873.90989,103.5277606,304.8896284
542.3915835,150.391592,166.183015,218.6964098,59457.49971,640000,92,40.61350135,98.5,1325.039336,0.3,3096.172773,3874.048352,103.5308566,304.8896653
542.3917827,150.391791,166.1835117,218.6967673,59458.26675,648500,89.5,40.6135185,97,1325.258891,0.6,3096.2217,3874.186813,103.5339525,304.8897021
542.3919819,150.3919905,166.1839619,218.6971238,59458.84562,645800,90.2,40.61353565,98.2,1325.454574,0.5,3096.2706,3874.325275,103.5370485,304.8897389
542.392181,150.3921896,166.1844338,218.697476,59459.57665,648200,91.2,40.61355281,99.2,1325.679953,0.3,3096.319535,3874.463736,103.5401445,304.8897758
542.3923805,150.3923887,166.1849039,218.6978309,59460.40377,652800,89.7,40.61356996,97.8,1325.911077,0.5,3096.368515,3874.602198,103.5432405,304.8898126
542.3925801,150.3925879,166.1853321,218.6981811,59461.11009,647500,90.5,40.61358711,98.6,1326.163751,0.4,3096.417477,3874.740659,103.5463364,304.8898495
542.3927796,150.3927867,166.1857686,218.698532,59461.84338,651200,89.8,40.61360427,97.9,1326.360874,0.5,3096.466462,3874.879121,103.5494324,304.8898863
542.3929785,150.3929859,166.1861986,218.6988849,59462.70373,647000,91.2,40.61362142,99.3,1326.589795,0.3,3096.515357,3875.017582,103.5525284,304.8899232
542.3931779,150.3931853,166.1866178,218.6992344,59463.29797,648200,90.7,40.61363857,98.9,1326.816725,0.4,3096.56427,3875.156044,103.5556244,304.88996
542.3933769,150.3933846,166.1870566,218.6995934,59463.85814,644100,91.4,40.61365573,98.4,1327.068374,0.3,3096.613195,3875.294505,103.5587203,304.8899969
542.393576,150.3935835,166.1875174,218.6999454,59464.45034,650000,90,40.61367288,98,1327.298974,0.5,3096.66216,3875.432967,103.5618163,304.8900337
542.3937756,150.3937826,166.1880017,218.700305,59465.353,655000,89,40.61369003,97,1327.536159,0.6,3096.711081,3875.571429,103.5649123,304.8900706
542.3939749,150.3939817,166.188493,218.7006556,59466.08446,645000,91,40.61370719,99,1327.768183,0.4,3096.759999,3875.70989,103.5680083,304.8901074
542.3941744,150.394181,166.1888968,218.7010149,59466.64914,660000,88,40.61372434,96,1327.963886,0.7,3096.808966,3875.848352,103.5711042,304.8901443
542.3943739,150.3943802,166.1893524,218.7013663,59467.53411,640000,92,40.61374149,98.5,1328.154917,0.3,3096.857892,3875.986813,103.5742002,304.8901811
542.3945729,150.3945795,166.1898118,218.7017215,59468.15774,648500,89.5,40.61375865,97,1328.359522,0.6,3096.906811,3876.125275,103.5772962,304.890218
542.394772,150.3947789,166.1903008,218.7020756,59468.87142,645800,90.2,40.6137758,98.2,1328.598979,0.5,3096.955747,3876.263736,103.5803922,304.8902548
542.3949711,150.3949781,166.1907156,218.7024266,59469.63195,648200,91.2,40.61379296,99.2,1328.825648,0.3,3097.004666,3876.402198,103.5834881,304.8902917
542.3951706,150.395177,166.1912126,218.7027811,59470.43616,652800,89.7,40.61381011,97.8,1329.051361,0.5,3097.05362,3876.540659,103.5865841,304.8903285
542.3953698,150.3953763,166.1916871,218.7031321,59471.21673,647500,90.5,40.61382726,98.6,1329.248387,0.4,3097.102564,3876.679121,103.5896801,304.8903654
542.3955695,150.3955757,166.192132,218.7034835,59472.14605,651200,89.8,40.61384442,97.9,1329.427628,0.5,3097.151496,3876.817582,103.5927761,304.8904022
542.3957688,150.3957748,166.1925484,218.7038336,59472.87167,647000,91.2,40.61386157,99.3,1329.675506,0.3,3097.200422,3876.956044,103.595872,304.890439
542.3959681,150.395974,166.1930113,218.7041925,59473.7978,648200,90.7,40.61387872,98.9,1329.881259,0.4,3097.249379,3877.094505,103.598968,304.8904759
542.3961675,150.3961734,166.1934738,218.7045442,59474.65481,644100,91.4,40.61389588,98.4,1330.111478,0.3,3097.298307,3877.232967,103.602064,304.8905127
542.3963671,150.3963726,166.1938944,218.7049032,59475.47713,650000,90,40.61391303,98,1330.350282,0.5,3097.347221,3877.371429,103.60516,304.8905496
542.3965666,150.396572,166.1943045,218.7052575,59476.34943,655000,89,40.61393018,97,1330.573286,0.6,3097.396183,3877.50989,103.6082559,304.8905864
542.3967656,150.3967715,166.1947293,218.7056146,59477.21151,645000,91,40.61394734,99,1330.828344,0.4,3097.445179,3877.648352,103.6113519,304.8906233
542.3969648,150.396971,166.1951872,218.7059673,59477.99844,660000,88,40.61396449,96,1331.013175,0.7,3097.494082,3877.786813,103.6144479,304.8906601
542.3971639,150.3971701,166.1956142,218.7063201,59478.78533,640000,92,40.61398164,98.5,1331.228588,0.3,3097.542982,3877.925275,103.6175439,304.890697
542.397363,150.397369,166.1960635,218.706674,59479.65637,648500,89.5,40.6139988,97,1331.480932,0.6,3097.59194,3878.063736,103.6206398,304.8907338
542.3975621,150.3975686,166.19651,218.7070309,59480.28729,645800,90.2,40.61401595,98.2,1331.67044,0.5,3097.640832,3878.202198,103.6237358,304.8907707
542.3977614,150.3977678,166.1970091,218.7073834,59480.9444,648200,91.2,40.6140331,99.2,1331.8664,0.3,3097.689798,3878.340659,103.6268318,304.8908075
542.3979605,150.3979673,166.1974991,218.7077418,59481.50726,652800,89.7,40.61405026,97.8,1332.069738,0.5,3097.738708,3878.479121,103.6299278,304.8908444
542.3981596,150.398167,166.1979336,218.7080923,59482.41228,647500,90.5,40.61406741,98.6,1332.322979,0.4,3097.7876,3878.617582,103.6330237,304.8908812
542.3983585,150.3983661,166.1984233,218.7084421,59483.05698,651200,89.8,40.61408456,97.9,1332.527858,0.5,3097.836553,3878.756044,103.6361197,304.8909181
542.3985579,150.3985656,166.1988534,218.7087944,59483.80641,647000,91.2,40.61410172,99.3,1332.765037,0.3,3097.88547,3878.894505,103.6392157,304.8909549
542.3987568,150.3987647,166.1993069,218.7091507,59484.7352,648200,90.7,40.61411887,98.9,1332.955191,0.4,3097.934425,3879.032967,103.6423117,304.8909918
542.3989563,150.3989638,166.1997732,218.7095011,59485.34509,644100,91.4,40.61413603,98.4,1333.177933,0.3,3097.983388,3879.171429,103.6454076,304.8910286
542.3991559,150.3991633,166.2002709,218.7098565,59486.06537,650000,90,40.61415318,98,1333.391151,0.5,3098.032327,3879.30989,103.6485036,304.8910655
542.3993551,150.3993626,166.2006922,218.7102063,59486.93444,655000,89,40.61417033,97,1333.62053,0.6,3098.081264,3879.448352,103.6515996,304.8911023
542.3995542,150.3995621,166.2011646,218.7105618,59487.70753,645000,91,40.61418749,99,1333.842459,0.4,3098.13021,3879.586813,103.6546956,304.8911392
542.3997537,150.3997615,166.2015959,218.7109163,59488.28374,660000,88,40.61420464,96,1334.094816,0.7,3098.179178,3879.725275,103.6577915,304.891176
542.3999527,150.3999607,166.2020115,218.7112744,59488.96177,640000,92,40.61422179,98.5,1334.31893,0.3,3098.228169,3879.863736,103.6608875,304.8912128
542.4001523,150.4001598,166.2024448,218.7116253,59489.78171,648500,89.5,40.61423895,97,1334.499038,0.6,3098.277117,3880.002198,103.6639835,304.8912497
542.4003512,150.4003593,166.2028516,218.7119828,59490.37896,645800,90.2,40.6142561,98.2,1334.703743,0.5,3098.326082,3880.140659,103.6670795,304.8912865
542.4005507,150.4005585,166.2033388,218.7123355,59491.07827,648200,91.2,40.61427325,99.2,1334.903839,0.3,3098.375007,3880.279121,103.6701754,304.8913234
542.40075,150.4007581,166.2037987,218.7126849,59491.98166,652800,89.7,40.61429041,97.8,1335.110284,0.5,3098.423908,3880.417582,103.6732714,304.8913602
542.4009489,150.4009576,166.2042062,218.7130435,59492.7591,647500,90.5,40.61430756,98.6,1335.31433,0.4,3098.472846,3880.556044,103.6763674,304.8913971
542.4011485,150.4011565,166.2046552,218.7133973,59493.48197,651200,89.8,40.61432471,97.9,1335.511701,0.5,3098.52182,3880.694505,103.6794634,304.8914339
542.4013476,150.4013558,166.2051098,218.7137568,59494.06283,647000,91.2,40.61434187,99.3,1335.751541,0.3,3098.570797,3880.832967,103.6825593,304.8914708
542.4015472,150.4015548,166.2055438,218.7141115,59494.74031,648200,90.7,40.61435902,98.9,1335.941353,0.4,3098.61974,3880.971429,103.6856553,304.8915076
542.4017463,150.4017539,166.2059919,218.7144644,59495.35296,644100,91.4,40.61437617,98.4,1336.154036,0.3,3098.668679,3881.10989,103.6887513,304.8915445
542.4019458,150.4019533,166.2064036,218.7148181,59495.96817,650000,90,40.61439333,98,1336.339165,0.5,3098.717578,3881.248352,103.6918473,304.8915813
542.4021449,150.4021529,166.2068634,218.7151734,59496.88807,655000,89,40.61441048,97,1336.586264,0.6,3098.76657,3881.386813,103.6949432,304.8916182
542.4023443,150.4023519,166.2072749,218.7155227,59497.52073,645000,91,40.61442763,99,1336.767479,0.4,3098.815521,3881.525275,103.6980392,304.891655
542.4025435,150.4025513,166.2077075,218.7158776,59498.33135,660000,88,40.61444479,96,1336.95684,0.7,3098.864453,3881.663736,103.7011352,304.8916919
542.4027426,150.4027503,166.2081494,218.7162281,59499.02041,640000,92,40.61446194,98.5,1337.192932,0.3,3098.91345,3881.802198,103.7042312,304.8917287
542.4029417,150.4029494,166.2086321,218.7165787,59499.71126,648500,89.5,40.6144791,97,1337.37371,0.6,3098.962373,3881.940659,103.7073271,304.8917656
542.4031409,150.4031489,166.2090447,218.716928,59500.32956,645800,90.2,40.61449625,98.2,1337.569676,0.5,3099.01132,3882.079121,103.7104231,304.8918024
542.4033406,150.4033478,166.2094991,218.7172796,59501.06455,648200,91.2,40.6145134,99.2,1337.805463,0.3,3099.060229,3882.217582,103.7135191,304.8918393
542.4035395,150.4035469,166.2099869,218.7176341,59501.74317,652800,89.7,40.61453056,97.8,1338.009535,0.5,3099.109121,3882.356044,103.7166151,304.8918761
542.4037385,150.4037464,166.2104564,218.7179862,59502.4828,647500,90.5,40.61454771,98.6,1338.200732,0.4,3099.15804,3882.494505,103.719711,304.8919129
542.4039382,150.403946,166.2108809,218.7183398,59503.35784,651200,89.8,40.61456486,97.9,1338.433669,0.5,3099.207016,3882.632967,103.722807,304.8919498
542.4041375,150.4041449,166.2113194,218.7186972,59504.09621,647000,91.2,40.61458202,99.3,1338.682291,0.3,3099.255961,3882.771429,103.725903,304.8919866
542.4043363,150.4043444,166.2118073,218.7190515,59505.01663,648200,90.7,40.61459917,98.9,1338.861515,0.4,3099.304956,3882.90989,103.728999,304.8920235
542.4045359,150.4045439,166.2122787,218.7194083,59505.6812,644100,91.4,40.61461632,98.4,1339.069634,0.3,3099.353944,3883.048352,103.7320949,304.8920603
