CT,V,AP,RH,RPM_GAS,EX_TEMP,RPM_STEAM,STEAM_PRESSURE,WATER_FR,POWER_1,POWER_2
271.87,69.45,1014.04,71.19,2900.609257,825.359761,2374.978988,513.5585201,112.3283647,439.97,337.7553164
275.72,66.86,1007.47,69.14,2900.645504,825.3696336,2375.009375,513.5831089,112.3329105,439.97,337.7705415
275.77,63.31,1012.76,65.98,2900.684336,825.3795307,2375.038828,513.607639,112.3377446,439.98,337.785645
274.73,48.6,1004.03,63.37,2900.724233,825.3893904,2375.06935,513.6323797,112.3423544,439.99,337.8000847
276.66,70.02,1010.88,58.37,2900.762796,825.3992772,2375.097846,513.6570473,112.3469008,439.99,337.8142657
278.09,65.27,1013.27,51.96,2900.803427,825.4091497,2375.126028,513.6817206,112.3515533,440,337.8288775
271.47,70.32,1011.72,88.36,2900.844658,825.4190254,2375.155804,513.7062801,112.3562524,440,337.8431546
277.45,64.34,1007.12,65.87,2900.884628,825.4289195,2375.184543,513.7309892,112.3611801,440,337.8574907
276.78,66.54,1010.14,49.01,2900.920456,825.4387683,2375.212545,513.7558766,112.3661735,440,337.8725077
276.78,66.54,1010.14,49.01,2900.956125,825.4486194,2375.241522,513.7805936,112.371075,440,337.886723
275.5,58.79,1016.02,64.4,2900.996667,825.4584627,2375.271585,513.8055099,112.3757485,440.01,337.9017545
274.22,68.51,1013.23,74.96,2901.032895,825.4683016,2375.299993,513.8300627,112.3806912,440.01,337.9159618
277.3,56.85,1011.66,36.09,2901.072497,825.4781865,2375.327957,513.8546989,112.3854562,440.01,337.9308708
275.5,58.79,1016.02,64.4,2901.112351,825.4880448,2375.357432,513.8795952,112.390252,440.01,337.9460272
275.52,67.17,1007.33,85.12,2901.151181,825.4978907,2375.386433,513.9043192,112.3951495,440.02,337.9602636
269.83,59.21,1012.67,96.42,2901.192952,825.5077774,2375.415571,513.9288918,112.3998926,440.03,337.9746261
274.67,69.14,1006.25,88.51,2901.229202,825.5176205,2375.443503,513.9536976,112.4044759,440.03,337.9893951
273.06,56.85,1012.5,64.03,2901.267969,825.5274576,2375.471946,513.9784259,112.4091156,440.03,338.004286
274.97,58.95,1017.19,56.24,2901.307533,825.537337,2375.501815,514.0031124,112.414002,440.03,338.0193349
274.97,58.95,1017.19,56.24,2901.34628,825.5471956,2375.529711,514.0277904,112.4187132,440.03,338.0343524
273.33,72.99,1009.33,89.41,2901.38783,825.5570917,2375.558805,514.0525066,112.4236711,440.04,338.0484889
276.54,66.51,1015.39,51.22,2901.429745,825.5669394,2375.588038,514.0770544,112.4283145,440.04,338.0629305
272.4,70.94,1008.06,84.52,2901.465742,825.5768046,2375.618042,514.1016744,112.4331081,440.04,338.0782269
275.79,65.27,1013.26,55.35,2901.507233,825.5866515,2375.645962,514.1264629,112.4379644,440.04,338.0926932
275.65,49.3,1003.73,68.48,2901.547948,825.5964839,2375.674593,514.1513464,112.4426657,440.05,338.1073981
274.79,75.6,1017.07,68.23,2901.586859,825.6063225,2375.703452,514.1759054,112.4472666,440.05,338.1222065
274.79,75.6,1017.07,68.23,2901.626658,825.6161729,2375.73322,514.2005881,112.4520336,440.05,338.137485
277.31,65.12,1016.05,45.98,2901.668413,825.6260678,2375.762031,514.2251232,112.4569779,440.06,338.1518627
276.31,48.6,1002.64,60.04,2901.708495,825.6359463,2375.789911,514.2499371,112.4616455,440.06,338.1664653
274.28,68.31,1009.94,77.08,2901.744615,825.6457797,2375.820324,514.2745758,112.4665894,440.07,338.1813897
276.2,65.18,1011.42,47.82,2901.78408,825.6556184,2375.849354,514.2992016,112.4713444,440.07,338.1963748
281.09,59.57,1010.67,60.5,2901.822076,825.6654804,2375.879693,514.3240419,112.4761388,440.08,338.2104388
272.1,68.12,1012.71,79.77,2901.859903,825.6753673,2375.909899,514.3489331,112.4811346,440.08,338.2254184
273.77,59.21,1011.97,80.08,2901.898622,825.6852305,2375.939281,514.3734649,112.4861522,440.08,338.2399767
270.88,56.85,1010.91,84.28,2901.940319,825.6951079,2375.968213,514.3983014,112.4911745,440.08,338.2542176
270.88,56.85,1010.91,84.28,2901.980293,825.7049962,2375.997753,514.4231294,112.496187,440.08,338.2692381
276.17,48.92,1009.87,34.43,2902.017849,825.7148881,2376.027346,514.4478983,112.5010032,440.09,338.2834829
272.07,69.94,1011.18,80.86,2902.054413,825.724719,2376.055311,514.4727517,112.5056874,440.09,338.2975764
275.44,65.06,1013.82,55.72,2902.09064,825.7345856,2376.083309,514.4975607,112.5107297,440.09,338.3128115
276.31,63.77,1014.15,69.36,2902.126523,825.744451,2376.111572,514.5223212,112.5153659,440.1,338.3272067
275.15,57.32,1012.41,41.84,2902.165615,825.7543404,2376.139329,514.5471914,112.5200265,440.1,338.3416278
279.53,64.44,1013.22,59.75,2902.20676,825.7641888,2376.167185,514.5720332,112.524676,440.1,338.3560736
272.35,63.47,1013.21,82.52,2902.244709,825.774038,2376.195013,514.5967057,112.529284,440.11,338.3712751
273.33,54.2,1012.47,79.48,2902.280411,825.7839311,2376.224195,514.6214083,112.5342947,440.11,338.3855884
277.57,60.07,1016.52,54.75,2902.31762,825.7938087,2376.25276,514.6462466,112.5391132,440.12,338.400838
274.94,59.07,1008.89,84.79,2902.356602,825.8036769,2376.281587,514.6711341,112.5440556,440.12,338.4154803
279.24,64.33,1011.49,65.08,2902.396577,825.8135569,2376.310327,514.6956828,112.5490224,440.12,338.4297922
276.02,68.67,1006.73,75.19,2902.432305,825.8234376,2376.338225,514.7205178,112.5537735,440.12,338.444502
276.94,66.48,1005.46,60.62,2902.468288,825.8333264,2376.36844,514.7452939,112.5587953,440.12,338.4593577
277.31,59.54,1006.24,71.99,2902.508576,825.8431559,2376.39791,514.769845,112.5635923,440.13,338.4735809
276.88,61.5,1009.17,61.26,2902.547751,825.8529917,2376.427292,514.7945019,112.5684606,440.13,338.4881909
276.19,49.3,1003.69,65.88,2902.589342,825.8628697,2376.455481,514.8193253,112.5733297,440.13,338.5031834
277.2,59.74,1011.99,56.74,2902.631656,825.8727367,2376.48564,514.8439751,112.5783181,440.13,338.5175417
277.31,59.54,1006.24,71.99,2902.66994,825.8826209,2376.513412,514.8685552,112.583244,440.13,338.5316423
272.21,69.71,1009.69,96.85,2902.709115,825.8925039,2376.5435,514.8931546,112.5881017,440.14,338.5460543
273.94,63.21,1013.52,83.12,2902.749697,825.9023606,2376.573281,514.9179276,112.5928976,440.15,338.5612992
272.89,73.11,1006.66,73.11,2902.789899,825.9122581,2376.602709,514.9427603,112.5978954,440.15,338.5766106
274.15,63.13,1013.8,92.1,2902.826187,825.9221065,2376.632408,514.9673094,112.6026759,440.15,338.5918379
276.5,66.05,1017.03,61.34,2902.865942,825.9319622,2376.66146,514.9922041,112.6073215,440.15,338.6070886
273.43,63.94,1010.64,89.29,2902.905056,825.9418335,2376.691004,515.017002,112.6123283,440.16,338.6215251
271.67,69.71,1010.46,96.83,2902.947197,825.9516856,2376.719351,515.0415954,112.617365,440.16,338.6367342
278.61,70.36,1006.95,73.06,2902.98417,825.9615421,2376.749226,515.0661965,112.622249,440.16,338.6509677
281.94,74.99,1002.05,34.12,2903.022672,825.9714005,2376.779426,515.0909189,112.6269622,440.17,338.6651399
276.22,67.45,1013.7,44.04,2903.058714,825.9812436,2376.808187,515.115557,112.6317897,440.17,338.6796717
278.71,51.43,1006.4,64.79,2903.10034,825.9911061,2376.837155,515.1402216,112.636784,440.17,338.6949011
274.14,60.07,1016.56,58.08,2903.137912,826.0009946,2376.865013,515.1649071,112.6416055,440.17,338.7093549
276.23,59.07,1008.2,78.93,2903.175359,826.0108391,2376.894287,515.1895751,112.6461829,440.18,338.7245072
274.44,52.84,1006.39,49.05,2903.212396,826.0206774,2376.922564,515.2141273,112.6507948,440.2,338.7391501
277.23,44.05,1005.69,58.91,2903.2528,826.0305551,2376.953149,515.2387878,112.655347,440.2,338.7544674
272.26,70.47,1008.32,84.22,2903.291429,826.0404428,2376.983052,515.2633392,112.6600616,440.21,338.7691037
272.32,47.93,1004.07,86.95,2903.330708,826.0502844,2377.011653,515.288228,112.6646147,440.21,338.7838218
276.49,61.86,1012.55,74.24,2903.368061,826.0601819,2377.042134,515.3127489,112.669191,440.21,338.798518
273.69,77.54,1009.32,89.7,2903.409842,826.0700376,2377.071005,515.3374401,112.6737908,440.21,338.8136197
274.37,68.14,1005.22,59.27,2903.451241,826.079894,2377.099777,515.3622823,112.6784536,440.22,338.8281302
276.51,50.05,1006.75,65.34,2903.49136,826.0897533,2377.129519,515.3869422,112.6832783,440.22,338.843382
273.27,60.84,1019.13,67.24,2903.531983,826.0996029,2377.159245,515.4117465,112.6882932,440.22,338.858596
274.6,67.69,1008.67,67.69,2903.569737,826.1094427,2377.188521,515.4364025,112.6929718,440.22,338.8730881
274.63,63.9,1014.53,75.24,2903.610942,826.1192863,2377.216305,515.4612873,112.6979918,440.23,338.8872741
278.01,64.69,1007.61,58.45,2903.652454,826.1291703,2377.246833,515.4858955,112.7027139,440.23,338.901421
273.45,69.05,1003.03,66.41,2903.690097,826.1389988,2377.276392,515.5105127,112.7077009,440.24,338.9161819
275.36,74.99,1002.21,65.96,2903.728597,826.1488795,2377.304507,515.5352179,112.7127334,440.25,338.9304009
272.88,59.21,1011.51,86.93,2903.770617,826.1587494,2377.334479,515.5598902,112.7175917,440.25,338.9450682
272.88,59.21,1011.51,86.93,2903.81261,826.1685903,2377.362472,515.5844913,112.7223572,440.25,338.9596802
272.75,59.39,1015.4,81.41,2903.848235,826.178468,2377.392326,515.6092186,112.72701,440.26,338.9743001
275.87,59.43,1008.34,65.83,2903.89021,826.1883405,2377.421349,515.6337549,112.7316495,440.26,338.9890088
282,65.74,1011.22,46.16,2903.931931,826.1981691,2377.450725,515.6583976,112.7363919,440.26,339.0043163
272.02,69.45,1013.84,75.75,2903.973676,826.2080574,2377.479233,515.6833158,112.7413065,440.26,339.0185312
275.76,57.32,1011.93,43.61,2904.009389,826.217932,2377.509205,515.7082026,112.7462721,440.26,339.0332962
278.08,64.44,1013.02,64.34,2904.051814,826.2278073,2377.539322,515.7328,112.7509613,440.26,339.0477665
276.65,63.78,1015.32,53.95,2904.09365,826.2376481,2377.568181,515.7576933,112.7558479,440.26,339.0626723
277.15,59.21,1013.49,51.71,2904.133106,826.2475382,2377.597386,515.7823624,112.760877,440.27,339.0767132
279.79,62.66,1008.5,48.51,2904.171393,826.2574324,2377.625349,515.8071084,112.7658372,440.27,339.0914123
275.18,65.06,1013.64,55.77,2904.211217,826.267263,2377.655517,515.8316734,112.7705495,440.27,339.1057874
278.41,75.6,1018.48,56.07,2904.249492,826.2771211,2377.684845,515.8564757,112.7753201,440.28,339.1201923
270.54,68.12,1012.23,81.06,2904.286747,826.2870183,2377.713944,515.8813349,112.7801529,440.28,339.135277
273.38,52.84,1005.27,82.98,2904.323767,826.296883,2377.741879,515.9062523,112.785092,440.28,339.1493372
282.98,73.88,1006.31,47.55,2904.364307,826.3067597,2377.770588,515.9308547,112.7897464,440.28,339.1640297
278.41,75.6,1018.48,56.07,2904.403845,826.3166314,2377.799694,515.9557471,112.7945503,440.28,339.1792331
274.34,73.5,1011.31,84.15,2904.439444,826.3264721,2377.827884,515.9803419,112.7995773,440.29,339.1940009
279.24,64.33,1011.5,64.14,2904.475873,826.3363036,2377.855929,516.004909,112.8044152,440.29,339.2087652
274.37,73.42,1010.19,76.01,2904.516924,826.3461483,2377.885807,516.0294342,112.8090465,440.29,339.2232854
284.03,73.56,1006.49,51.07,2904.558188,826.3559956,2377.91498,516.0542569,112.8139898,440.29,339.2373849
274.34,73.5,1011.31,84.15,2904.59683,826.3658503,2377.944285,516.0791407,112.8188917,440.29,339.2516926
284.03,73.56,1006.49,51.07,2904.636831,826.3757329,2377.973504,516.1039688,112.8237244,440.29,339.2663996
277.18,64.44,1012.81,61.27,2904.675646,826.3856204,2378.004,516.1286144,112.828648,440.3,339.2812272
278.85,59.27,1011.69,51.8,2904.713491,826.3954933,2378.032845,516.153255,112.8335268,440.3,339.2953116
274.56,60.27,1017.63,74.5,2904.752969,826.4053795,2378.063404,516.1779761,112.8383464,440.31,339.3101161
276.52,43.77,1011.49,46.98,2904.79051,826.4152379,2378.092733,516.202731,112.8431806,440.31,339.3249599
277.82,52.84,1006.23,52.18,2904.829884,826.425104,2378.120834,516.2273146,112.8480538,440.31,339.340147
278.75,70.02,1010.33,46.55,2904.866151,826.434986,2378.15135,516.2520606,112.852774,440.31,339.3549968
273.04,74.22,1009.52,90.93,2904.903084,826.4448397,2378.181965,516.2768204,112.8576171,440.32,339.3694715
275.52,63.94,1017.81,41.54,2904.945372,826.4546907,2378.212359,516.3015141,112.8622547,440.32,339.3838873
274.1,68.08,1012.73,65.24,2904.981695,826.464579,2378.241042,516.3260807,112.8671096,440.33,339.3981009
276.92,63.73,1010.29,68.6,2905.019654,826.4744663,2378.269391,516.3508289,112.8718759,440.35,339.4123405
274.74,59.21,1012.18,74.2,2905.060914,826.4842961,2378.299464,516.3756351,112.8766106,440.36,339.4272135
274.84,56.89,1012.15,67.24,2905.097162,826.4941706,2378.327752,516.4003037,112.8814785,440.36,339.4417377
275.31,67.9,1006.34,68.04,2905.137361,826.5040342,2378.356858,516.4251819,112.8865212,440.36,339.4558086
275.31,67.9,1006.34,68.04,2905.173068,826.513892,2378.387131,516.4497876,112.8912315,440.36,339.4700891
273.26,59.14,1016.98,76.29,2905.210316,826.5237612,2378.415803,516.474396,112.8959813,440.37,339.48492
275.47,56.89,1013.02,63.21,2905.250993,826.5336381,2378.444705,516.4990242,112.9008995,440.38,339.4992494
281.31,67.48,1009.71,57.06,2905.287456,826.543475,2378.47484,516.5239002,112.9058632,440.38,339.5133625
281.31,67.48,1009.71,57.06,2905.324245,826.5533243,2378.504951,516.5484402,112.9104488,440.38,339.5282115
275.27,63.91,1009.82,75.48,2905.362322,826.5631855,2378.535547,516.5733522,112.9154064,440.39,339.5435229
272.81,71.85,1009.61,75.17,2905.404515,826.5730534,2378.56546,516.5979252,112.9204111,440.4,339.5585553
277.36,63.31,1013.7,51.58,2905.440204,826.5829465,2378.593574,516.6227354,112.9251406,440.4,339.5728934
275.48,58.95,1017.02,51.16,2905.47961,826.5928408,2378.621901,516.6473808,112.9299594,440.42,339.5879537
270.86,63.73,1008.54,96.83,2905.518962,826.6026811,2378.651931,516.6722384,112.9346117,440.42,339.6028566
274.81,63.73,1009.34,83.61,2905.558178,826.6125487,2378.680256,516.6969239,112.9394406,440.43,339.618068
279.04,60.07,1015.42,46.15,2905.594636,826.6224284,2378.710749,516.7215617,112.9444259,440.43,339.632639
276.44,69.34,1009.55,73.18,2905.630876,826.632282,2378.739854,516.7464746,112.9494031,440.43,339.6475534
277.69,69.71,1009.9,69.91,2905.669095,826.6421112,2378.767754,516.7711746,112.954205,440.43,339.6621815
274.81,63.73,1009.34,83.61,2905.709711,826.6519651,2378.796236,516.7956993,112.958774,440.43,339.6764715
279.04,60.07,1015.42,46.15,2905.750712,826.6618377,2378.823937,516.8203402,112.9633902,440.43,339.6911222
277.69,69.71,1009.9,69.91,2905.786586,826.6717321,2378.852128,516.8452449,112.9683984,440.43,339.7056408
273.58,49.3,1003.8,74.62,2905.825692,826.6815969,2378.880332,516.8699437,112.9734256,440.44,339.7203528
273.68,59.27,1010.75,83.82,2905.861499,826.6914646,2378.908479,516.894744,112.9783984,440.44,339.7344718
276.73,68.84,1010.75,66.83,2905.899038,826.7013199,2378.937552,516.9193506,112.9833381,440.45,339.749207
273.1,72.99,1008.85,90.54,2905.93848,826.7111909,2378.967574,516.9442275,112.9883383,440.46,339.763839
273.21,74.22,1009.68,88.46,2905.975683,826.721082,2378.99589,516.9691026,112.9929131,440.46,339.7779037
276.52,63.94,1018.23,42.41,2906.011612,826.7309604,2379.02487,516.9937656,112.9976393,440.47,339.7929133
277.07,74.87,1010.09,58.97,2906.04903,826.7408274,2379.053921,517.0183547,113.0026123,440.47,339.8076292
275.67,74.78,1010.24,68.87,2906.09026,826.7507079,2379.082162,517.0430761,113.0074652,440.48,339.8219093
277.86,63.07,1011.11,56.81,2906.131736,826.7605772,2379.110597,517.0678936,113.0122473,440.48,339.8367615
280.02,69.04,1009.68,56.01,2906.167675,826.7704096,2379.139438,517.0924648,113.0169786,440.49,339.851908
273.02,59.21,1011.74,83.18,2906.203457,826.7802679,2379.167644,517.1172812,113.0215503,440.5,339.8670224
277.37,65.06,1013.09,50.92,2906.24156,826.790103,2379.195728,517.1419044,113.0263093,440.5,339.8819168
277.37,65.06,1013.09,50.92,2906.281922,826.7999346,2379.224656,517.1668038,113.0309658,440.5,339.8971439
279.07,71.64,1006.07,69.53,2906.320904,826.8097856,2379.253552,517.1914985,113.035638,440.51,339.9119459
273.36,56.89,1014.23,78.34,2906.359571,826.8196238,2379.281749,517.21623,113.0403008,440.51,339.926526
278.57,65.27,1013.27,51.11,2906.398708,826.8294605,2379.311086,517.2411263,113.0450608,440.51,339.9408977
278.57,65.27,1013.27,51.11,2906.434785,826.8393098,2379.341223,517.2659376,113.0497425,440.51,339.9550542
281.59,58.9,1003.39,47.6,2906.471805,826.8491797,2379.370781,517.2907508,113.0543571,440.52,339.969173
272.65,60.93,1006.43,85.13,2906.507818,826.8590124,2379.40082,517.3153818,113.0591831,440.52,339.983546
273.82,63.76,1009.8,68.94,2906.545029,826.8688839,2379.431447,517.3400128,113.0637371,440.52,339.9987832
277.42,65.74,1013.43,69.42,2906.58284,826.8787685,2379.460738,517.3649334,113.0683783,440.52,340.0128182
278.41,66.91,1008.22,57.93,2906.623761,826.8886253,2379.491248,517.3898037,113.0730694,440.52,340.0273376
278.61,69.75,1009.82,71.7,2906.665664,826.8984774,2379.519359,517.4143912,113.0779181,440.53,340.0419121
277.55,65.59,1011.6,63.99,2906.706993,826.9083235,2379.548914,517.4392043,113.0826887,440.53,340.0561251
277.91,64.79,1017.7,48.29,2906.742888,826.9181981,2379.577234,517.4637555,113.087429,440.53,340.0710241
274.44,47.93,1003.13,67.04,2906.784417,826.9280793,2379.605469,517.4886123,113.0923764,440.53,340.0854493
279.94,65.74,1012.4,46.94,2906.820754,826.9379267,2379.634438,517.5132362,113.097374,440.54,340.1002596
276.79,62.44,1011.51,72.46,2906.859977,826.9477936,2379.662813,517.5380624,113.1020069,440.55,340.1155368
278.48,54.2,1013.14,49.51,2906.89662,826.9576463,2379.69312,517.5626802,113.106652,440.55,340.1305412
273.63,65.59,1013.1,76.95,2906.934393,826.9674787,2379.723428,517.5875266,113.1114011,440.56,340.1452413
274.3,69.23,1013.17,59.91,2906.973039,826.9773584,2379.75266,517.6120958,113.1164255,440.56,340.1602805
282.57,65.74,1011.03,46.27,2907.012654,826.9872332,2379.783275,517.6368475,113.1211179,440.56,340.1750492
278.68,61.86,1011.78,62.67,2907.048745,826.9970839,2379.811697,517.6615128,113.12612,440.57,340.1897436
277.2,49.16,1005.33,46.73,2907.086901,827.0069703,2379.840091,517.6864075,113.1310546,440.57,340.2041409
277.2,49.16,1005.33,46.73,2907.126807,827.0168563,2379.870443,517.7111403,113.1359127,440.57,340.2193161
277,59.15,1013.12,61.39,2907.165163,827.0267283,2379.901046,517.7356914,113.140589,440.58,340.2340697
273.86,63.77,1014.6,82.37,2907.205625,827.0365725,2379.929959,517.7603365,113.1455826,440.58,340.2488946
274.46,68.61,1011.02,76.66,2907.245815,827.0464554,2379.959578,517.7849367,113.1502461,440.58,340.2638
278.26,63.13,1012,68.35,2907.284743,827.0563408,2379.987763,517.8096639,113.1551976,440.58,340.2787645
280.93,70.83,1010.61,46.13,2907.320806,827.066174,2380.015605,517.8343202,113.1601203,440.59,340.2934976
271.08,70.32,1011.39,88.79,2907.362324,827.0760517,2380.043682,517.8591444,113.1651382,440.59,340.3081065
277.6,69.34,1009.63,71.58,2907.399751,827.0858803,2380.071641,517.8836791,113.1698551,440.6,340.3225015
275.69,59.07,1006.89,82.34,2907.435448,827.0957259,2380.100333,517.9082814,113.1748503,440.6,340.3373949
276.03,59.07,1007.3,82.52,2907.474331,827.1056215,2380.130199,517.9331011,113.1795453,440.6,340.3525337
277.6,69.34,1009.63,71.58,2907.510469,827.1154628,2380.159052,517.9579349,113.1841323,440.6,340.3675012
273.59,59.43,1009.96,65.8,2907.549063,827.1253105,2380.188254,517.9828375,113.1890367,440.61,340.3821475
278.9,60.07,1015.96,45.06,2907.58974,827.1351463,2380.217478,518.0073609,113.1939438,440.62,340.3972
281.09,64.05,1011.32,61.14,2907.630272,827.1450288,2380.246308,518.0319285,113.1989795,440.62,340.4115532
276.76,48.41,1010.53,47.38,2907.672794,827.1548924,2380.274989,518.0565796,113.2036056,440.63,340.4264916
273.88,69.94,1007.48,61,2907.713777,827.1647313,2380.303968,518.0811729,113.2085145,440.63,340.441386
274.34,59.54,1004.01,87.07,2907.751518,827.1746275,2380.332743,518.1060497,113.2131656,440.63,340.4562971
277.01,43.77,1011.18,46.58,2907.790108,827.1844959,2380.36188,518.1305997,113.2181072,440.64,340.470499
273.1,59.43,1007.36,85.96,2907.827493,827.1943871,2380.392005,518.1552066,113.2230193,440.64,340.4851186
268.53,63.91,1010.26,97.8,2907.865454,827.204219,2380.421775,518.1800844,113.2279355,440.64,340.5003013
274.4,60.37,1006.77,82.43,2907.906957,827.2140649,2380.449978,518.2046051,113.2327121,440.64,340.5152765
273.71,67.17,1007.27,90.2,2907.946456,827.2239054,2380.479314,518.229232,113.237441,440.65,340.5300476
274.23,49.3,1003.61,74.44,2907.984159,827.2337739,2380.509011,518.2539533,113.2423994,440.65,340.544742
273.6,62.44,1011.52,78.12,2908.02008,827.2436251,2380.536769,518.2787978,113.2471291,440.66,340.5589008
273.93,64.05,1013.09,86.02,2908.062179,827.2534623,2380.56627,518.303427,113.2519105,440.66,340.5735904
274.2,59.43,1009.69,62.3,2908.101562,827.2633035,2380.596843,518.3282148,113.2568786,440.66,340.588899
272.77,70.32,1012.04,82.43,2908.14081,827.2731349,2380.625533,518.3530835,113.2614274,440.67,340.6041434
274.63,59.57,1010.45,85.36,2908.182357,827.2829656,2380.654438,518.3776672,113.2663373,440.67,340.6182364
278.95,73.4,1011.33,55.14,2908.220177,827.2928311,2380.683329,518.4023939,113.2709409,440.67,340.63294
274.63,59.57,1010.45,85.36,2908.261006,827.3026839,2380.713213,518.4272112,113.2757167,440.67,340.6478947
274.34,66.05,1019.26,74.58,2908.299157,827.3125262,2380.742754,518.4519364,113.2806688,440.67,340.662576
273.68,49.02,1007.53,86.05,2908.337754,827.3223608,2380.772004,518.4767022,113.2853297,440.68,340.6771614
277.98,67.17,1007.32,75.29,2908.377675,827.332256,2380.801202,518.5014276,113.2903112,440.68,340.6921371
274.86,60.77,1016.85,71.24,2908.417787,827.3420944,2380.829989,518.5261868,113.2950723,440.68,340.706788
273.56,42.67,1008.01,66.76,2908.45853,827.3519436,2380.859777,518.5507476,113.2997056,440.69,340.7220235
271.14,69.94,1008.87,79.74,2908.49778,827.3618178,2380.887867,518.5754233,113.3046385,440.69,340.7371949
277.71,75.23,1010.21,59.75,2908.536149,827.3716987,2380.916666,518.6000135,113.3096685,440.7,340.7518699
273.64,63.31,1014.5,61.83,2908.576068,827.3815918,2380.944866,518.6246559,113.3142211,440.7,340.7666381
279.48,59.27,1010.99,51.23,2908.615092,827.3914402,2380.975475,518.6494332,113.318809,440.72,340.7810404
272.5,64.69,1007.03,74.92,2908.652888,827.4012774,2381.004191,518.6742033,113.3235783,440.73,340.7961435
279.05,65.74,1013.29,60.02,2908.693904,827.4111285,2381.034848,518.6988664,113.3285831,440.74,340.8112631
279.64,67.79,1009.99,51.23,2908.732807,827.4209583,2381.064795,518.7237806,113.3333297,440.74,340.8263657
277.71,54.2,1012.72,47.25,2908.775311,827.4308126,2381.093231,518.7484113,113.3383146,440.74,340.8412784
273.63,60.37,1005,81.66,2908.812276,827.4406458,2381.122598,518.7731543,113.3428776,440.74,340.8565229
280.55,66.25,1009.15,63.52,2908.85041,827.4504794,2381.151867,518.7979817,113.3475292,440.74,340.8717155
274.14,63.21,1012.28,89.08,2908.885967,827.4603311,2381.180444,518.8226454,113.3522904,440.74,340.8865714
273.2,49.3,1003.4,79.77,2908.92542,827.4702239,2381.20949,518.8475491,113.3572011,440.75,340.9017543
273.95,58.46,1017.5,68.46,2908.965077,827.4800784,2381.238925,518.8721305,113.3621577,440.75,340.9161882
277.55,63.13,1012.92,71.29,2909.003357,827.4899749,2381.266809,518.8969575,113.3669878,440.75,340.9307839
275.79,67.17,1007.89,81.38,2909.042082,827.499816,2381.295362,518.9218659,113.3720111,440.75,340.9448501
272.19,60.37,1008.45,92.43,2909.08006,827.5096467,2381.325239,518.9466484,113.3767012,440.75,340.9590451
276.05,65.27,1013.69,56.46,2909.12134,827.5195179,2381.354094,518.9714262,113.3813094,440.75,340.9730901
271.93,60.84,1018.96,76.8,2909.158524,827.5294124,2381.383301,518.9962729,113.3861706,440.76,340.9880173
272.83,59.43,1005.51,83.93,2909.20026,827.539259,2381.412723,519.0208711,113.3908814,440.76,341.0025189
278.01,65.34,1014.68,46.86,2909.239003,827.5491213,2381.441603,519.0457485,113.3957143,440.77,341.0173429
273.24,68.31,1009.71,80.8,2909.281085,827.5589604,2381.471689,519.0706108,113.4006564,440.78,341.0320305
275.68,58.41,1013.71,70.61,2909.323437,827.5687959,2381.501403,519.0953302,113.4055324,440.78,341.0464109
280.3,73.9,1006.72,55.13,2909.363938,827.5786245,2381.529975,519.1202015,113.4101612,440.79,341.0617137
274.31,66.49,1011.38,54.35,2909.404414,827.5884584,2381.559447,519.1450687,113.4151144,440.79,341.0766888
274.22,56.89,1013.81,70.02,2909.441941,827.5982927,2381.587418,519.1699248,113.419738,440.79,341.0916744
278.66,74.93,1014.04,51.26,2909.481917,827.608186,2381.615507,519.1946644,113.4245876,440.79,341.1068769
274.87,58.33,1013.76,54.55,2909.521944,827.6180679,2381.644092,519.2192774,113.4291449,440.79,341.1213739
276.23,63.56,1013.57,65.81,2909.562769,827.6279658,2381.673902,519.2439716,113.4338106,440.8,341.1360124
271.54,66.54,1004.99,92.87,2909.600256,827.6378577,2381.702996,519.2686288,113.4384203,440.8,341.1503265
275.82,57.19,1007.99,62.95,2909.641468,827.6476898,2381.731958,519.2933609,113.4431306,440.8,341.1647204
272.97,63.94,1010.5,88.47,2909.681637,827.6575632,2381.76121,519.3180702,113.4481702,440.81,341.1788149
272.56,70.98,1005.66,95.95,2909.719119,827.6674193,2381.790643,519.3427773,113.4528497,440.81,341.1935698
277.51,63.73,1009.97,66.14,2909.758573,827.6772484,2381.820178,519.367376,113.4574209,440.81,341.2088319
272.57,68.3,1017.43,87.69,2909.799137,827.6870797,2381.848759,519.392266,113.4620528,440.81,341.2229
277.75,65.34,1014.8,45.91,2909.841279,827.6969411,2381.878584,519.4168165,113.4667561,440.83,341.2381477
276.88,74.78,1010.42,64.81,2909.878914,827.7068286,2381.906348,519.4417256,113.4717211,440.84,341.2523781
274.86,72.39,1001.15,90.24,2909.919564,827.7167135,2381.935731,519.4662647,113.4763278,440.85,341.2675533
277.22,69.04,1008.89,70.62,2909.955674,827.7265704,2381.964545,519.4911784,113.4810659,440.85,341.2824345
274.38,60.84,1017.85,62.23,2909.99287,827.7364117,2381.994022,519.515981,113.4858122,440.85,341.2977556
272.99,61.02,1009.88,81.56,2910.034127,827.7462682,2382.024538,519.5407552,113.4906688,440.85,341.3122537
275.3,70.98,1007.22,95.1,2910.069712,827.756136,2382.052965,519.565464,113.4956683,440.86,341.3274836
275.64,50.05,1006.97,67.72,2910.108545,827.7659992,2382.083211,519.5903533,113.5006646,440.86,341.3422921
274.19,46.21,1010.79,62.04,2910.146957,827.7758919,2382.111992,519.6149122,113.5055293,440.87,341.3565806
